toi,tid,tfopwg_disp,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim
1000.01,50365310,FP,2459229.6300460,0.001657,-0.001657,0,2.1713484,0.0002637,-0.0002637,0,2.0172196,0.3195879,-0.3195879,0
1001.01,88863718,PC,2459987.9488730,0.001916,-0.001916,0,1.9316462,0.0000053,-0.0000053,0,3.1660000,0.6470000,-0.6470000,0
1002.01,124709665,FP,2459224.6878020,0.000625,-0.000625,0,1.8675574,0.0000030,-0.0000030,0,1.4080000,0.1840000,-0.1840000,0
1003.01,106997505,FP,2458493.3957000,0.005350,-0.005350,0,2.7432300,0.0010800,-0.0010800,0,3.1670000,0.6420000,-0.6420000,0
1004.01,238597883,FP,2459987.0472620,0.003748,-0.003748,0,3.5730141,0.0000128,-0.0000128,0,3.3700000,1.0290000,-1.0290000,0
1005.01,169904935,FP,2458492.5552000,0.001060,-0.001060,0,4.5507200,0.0003300,-0.0003300,0,2.5990000,0.2840000,-0.2840000,0
1006.01,156115721,FP,2459229.9845790,0.002159,-0.002159,0,2.5047918,0.0004076,-0.0004076,0,4.3797563,0.1036554,-0.1036554,0
1007.01,65212867,PC,2459247.9306950,0.001300,-0.001300,0,6.9989206,0.0000137,-0.0000137,0,3.9530000,0.4370000,-0.4370000,0
1008.01,440801822,FP,2460258.2361220,0.002805,-0.002805,0,2.0483755,0.0000055,-0.0000055,0,2.7670000,0.8610000,-0.8610000,0
1009.01,107782586,PC,2459229.2309240,0.000389,-0.000389,0,1.9600277,0.0000025,-0.0000025,0,2.0065257,0.0505910,-0.0505910,0
101.01,231663901,KP,2458326.0091170,0.000132,-0.000132,0,1.4303699,0.0000008,-0.0000008,0,1.6165994,0.0192089,-0.0192089,0
1010.01,139853601,FP,2459228.8781010,0.000791,-0.000791,0,0.6808702,0.0000390,-0.0000390,0,2.4634563,0.0557065,-0.0557065,0
1011.01,114018671,PC,2459984.6277680,0.002619,-0.002619,0,2.4704981,0.0000073,-0.0000073,0,2.1910000,0.4820000,-0.4820000,0
1012.01,427508467,APC,2459252.5095950,0.000369,-0.000369,0,0.8841820,0.0000007,-0.0000007,0,1.6210000,0.0350000,-0.0350000,0
1013.01,97700520,FP,2459232.2483220,0.000512,-0.000512,0,5.4255548,0.0002073,-0.0002073,0,3.9637474,0.0211401,-0.0211401,0
1014.01,96246348,FP,2459985.6570410,0.000309,-0.000309,0,1.4095184,0.0000023,-0.0000023,0,0.9484999,0.0413901,-0.0413901,0
1015.01,155044736,FP,2459963.6100650,0.004221,-0.004221,0,1.3730466,0.0000067,-0.0000067,0,2.5708515,0.1950537,-0.1950537,0
1016.01,175310067,FP,2459238.8311380,0.006715,-0.006715,0,12.6889415,0.0095088,-0.0095088,0,7.9201001,0.5393766,-0.5393766,0
1017.01,182943944,FP,2458518.9653600,0.001370,-0.001370,0,1.1042200,0.0001300,-0.0001300,0,2.3700000,0.0620000,-0.0620000,0
1018.01,291555748,FP,2458492.7807800,0.000730,-0.000730,0,4.9591200,0.0001600,-0.0001600,0,2.5090000,0.1300000,-0.1300000,0
1019.01,341420329,PC,2459232.4468640,0.000120,-0.000120,0,5.2341008,0.0000012,-0.0000012,0,3.7078139,0.0125204,-0.0125204,0
102.01,149603524,KP,2460187.9165710,0.000126,-0.000126,0,4.4119378,0.0000008,-0.0000008,0,3.6500000,0.0110000,-0.0110000,0
1020.01,140706664,FP,2458521.2910800,0.002410,-0.002410,0,3.2889200,0.0006600,-0.0006600,0,3.7930000,0.2020000,-0.2020000,0
1021.01,143994283,FP,2458492.9042900,0.004260,-0.004260,0,1.9087900,0.0003500,-0.0003500,0,1.9090000,0.2310000,-0.2310000,0
1022.01,47384844,FA,2458547.4480000,0.008340,-0.008340,0,3.0957400,0.0067700,-0.0067700,0,4.4750000,1.1960000,-1.1960000,0
1023.01,238374636,FP,2459303.3039690,0.003015,-0.003015,0,1.3214483,0.0000231,-0.0000231,0,3.4350000,0.0710000,-0.0710000,0
1024.01,141482386,FP,2458339.7227600,0.005920,-0.005920,0,18.0157000,0.0001500,-0.0001500,0,2.5240000,0.4030000,-0.4030000,0
1025.01,297967252,PC,2458545.1498040,0.000092,-0.000092,0,9.6837921,0.0000009,-0.0000009,0,2.4006056,0.0086986,-0.0086986,0
1026.01,388624270,FP,2459237.4597340,0.006504,-0.006504,0,14.2694372,0.0092187,-0.0092187,0,6.9350494,0.4663160,-0.4663160,0
1027.01,20318757,PC,2460037.8690500,0.001406,-0.001406,0,3.2834565,0.0000046,-0.0000046,0,1.5370000,0.7090000,-0.7090000,0
1027.02,20318757,PC,2460032.5332500,0.002913,-0.002913,0,11.0287500,0.0000354,-0.0000354,0,2.7150000,0.4040000,-0.4040000,0
1027.03,20318757,PC,2460032.5730400,0.002567,-0.002567,0,5.0113292,0.0000120,-0.0000120,0,1.0240000,0.4710000,-0.4710000,0
1028.01,447283466,FP,2458544.4806600,0.004120,-0.004120,0,1.0160600,0.0003400,-0.0003400,0,2.8430000,0.2780000,-0.2780000,0
1029.01,374908020,FP,2458365.8931300,0.000960,-0.000960,0,36.2221400,0.0004600,-0.0004600,0,5.1070000,0.1880000,-0.1880000,0
103.01,336732616,KP,2458327.2525600,0.000586,-0.000586,0,3.5478540,0.0001490,-0.0001490,0,3.4943330,0.0492050,-0.0492050,0
1030.01,464296022,FP,2460054.7839370,0.000628,-0.000628,0,12.1246519,0.0000103,-0.0000103,0,4.6120000,0.6670000,-0.6670000,0
1031.01,304021498,FP,2459304.8379390,0.002852,-0.002852,0,5.6526230,0.0000254,-0.0000254,0,3.4340000,0.4750000,-0.4750000,0
1032.01,146589986,PC,2459283.8286850,0.000897,-0.000897,0,5.6643704,0.0000109,-0.0000109,0,3.8087395,0.0887935,-0.0887935,0
1033.01,149601557,FP,2459179.5445500,0.002126,-0.002126,0,29.0162503,0.0001146,-0.0001146,0,6.5070000,0.7630000,-0.7630000,0
1034.01,400595342,FP,2459283.3375370,0.003484,-0.003484,0,3.6344692,0.0009773,-0.0009773,0,2.5339234,0.5744699,-0.5744699,0
1035.01,361413119,PC,2459311.1690300,0.001083,-0.001083,0,6.0742782,0.0002066,-0.0002066,0,2.5468064,0.0671077,-0.0671077,0
1036.01,146172354,PC,2460037.1722730,0.001095,-0.001095,0,3.7795212,0.0000040,-0.0000040,0,2.9520000,0.1580000,-0.1580000,0
1037.01,363260203,FP,2459331.1245120,0.003174,-0.003174,0,1.2025238,0.0000067,-0.0000067,0,1.9910000,0.0520000,-0.0520000,0
1038.01,90544017,FP,2459273.3716430,0.002025,-0.002025,0,3.2235985,0.0000138,-0.0000138,0,2.1590000,0.4520000,-0.4520000,0
1039.01,461867584,APC,2460031.2166000,0.000710,-0.000710,0,4.4201250,0.0000085,-0.0000085,0,3.9560000,1.2590000,-1.2590000,0
104.01,231670397,KP,2460150.6086770,0.000682,-0.000682,0,4.0872956,0.0000023,-0.0000023,0,5.5861130,0.0508755,-0.0508755,0
1040.01,310483807,FP,2458520.6567400,0.004970,-0.004970,0,2.5555500,0.0004500,-0.0004500,0,1.5660000,0.3750000,-0.3750000,0
1041.01,385624852,FP,2459261.8012160,0.000400,-0.000400,0,8.3079200,0.0003700,-0.0003700,0,3.2280000,0.0890000,-0.0890000,0
1042.01,360286627,PC,2459988.6295220,0.001750,-0.001750,0,0.7581018,0.0000012,-0.0000012,0,1.0780000,0.1920000,-0.1920000,0
1043.01,90448944,FP,2459985.7704250,0.003745,-0.003745,0,1.4415577,0.0000074,-0.0000074,0,2.3490000,0.6820000,-0.6820000,0
1044.01,463402815,PC,2460037.1946720,0.000793,-0.000793,0,1.0085089,0.0000009,-0.0000009,0,1.6420000,0.3430000,-0.3430000,0
1045.01,54044474,FP,2459301.5441260,0.000611,-0.000611,0,3.7039994,0.0000037,-0.0000037,0,4.2770000,0.5990000,-0.5990000,0
1046.01,309787037,FP,2460177.8671950,0.001123,-0.001123,0,1.3042553,0.0000020,-0.0000020,0,1.7060000,0.2130000,-0.2130000,0
1047.01,370745311,FP,2458544.7906100,0.000920,-0.000920,0,0.6262700,0.0000200,-0.0000200,0,0.6660000,0.1690000,-0.1690000,0
1048.01,384549882,FP,2458518.3760000,0.000750,-0.000750,0,0.3041200,0.0000100,-0.0000100,0,0.7480000,0.1000000,-0.1000000,0
1049.01,16288184,KP,2459363.8213930,0.000699,-0.000699,0,2.1805277,0.0000027,-0.0000027,0,2.9691750,0.0407210,-0.0407210,0
105.01,144065872,KP,2459084.5850100,0.000110,-0.000110,0,2.1846669,0.0000005,-0.0000005,0,2.8652800,0.0090748,-0.0090748,0
1050.01,66818296,KP,2459355.5456300,0.000257,-0.000257,0,3.7354838,0.0000021,-0.0000021,0,4.1420000,0.0450000,-0.0450000,0
1051.01,259863352,FA,2458657.7366250,0.007425,-0.007425,0,21.7016690,0.0095323,-0.0095323,0,8.2676424,0.5088978,-0.5088978,0
1052.01,317060587,CP,2458332.9412290,0.002642,-0.002642,0,9.1398040,0.0001109,-0.0001109,0,3.0912936,0.6627002,-0.6627002,0
1053.01,112395568,FP,2458657.9991790,0.001553,-0.001553,0,5.7426250,0.0006210,-0.0006210,0,2.8602930,0.2304990,-0.2304990,0
1054.01,366989877,CP,2460122.7001390,0.019948,-0.019948,0,15.5077855,0.0002372,-0.0002372,0,4.5650000,0.4270000,-0.4270000,0
1055.01,320004517,CP,2458661.0627110,0.000867,-0.000867,0,17.4713078,0.0000176,-0.0000176,0,4.4284819,0.0990118,-0.0990118,0
1056.01,421894914,PC,2458326.0624240,0.001997,-0.001997,0,5.3079507,0.0000191,-0.0000191,0,3.2158594,0.2920944,-0.2920944,0
1057.01,323132914,PC,2458607.3509010,0.003080,-0.003080,0,51.1701501,0.0001962,-0.0001962,0,6.6641048,0.2877187,-0.2877187,0
1058.01,31553893,PC,2458663.0231290,0.004563,-0.004563,0,11.1296441,0.0000603,-0.0000603,0,7.0473822,0.3110119,-0.3110119,0
1059.01,380783252,PC,2460106.3375190,0.000382,-0.000382,0,9.4496506,0.0000028,-0.0000028,0,2.0210000,0.0270000,-0.0270000,0
106.01,38846515,KP,2460201.6385830,0.000127,-0.000127,0,2.8493825,0.0000003,-0.0000003,0,3.5670000,0.0530000,-0.0530000,0
1060.01,101230735,APC,2460149.5362260,0.001995,-0.001995,0,2.0685633,0.0000040,-0.0000040,0,0.3730000,0.0650000,-0.0650000,0
1061.01,253990973,FP,2458654.2532490,0.003078,-0.003078,0,0.5409330,0.0001070,-0.0001070,0,1.6743370,0.3297570,-0.3297570,0
1062.01,299799658,CP,2460177.2004290,0.001332,-0.001332,0,4.1150576,0.0000056,-0.0000056,0,1.0800000,0.3230000,-0.3230000,0
1063.01,406976746,PC,2459374.3153370,0.002181,-0.002181,0,10.0665634,0.0000409,-0.0000409,0,1.9810000,0.2580000,-0.2580000,0
1064.01,79748331,CP,2458656.6684780,0.001185,-0.001185,0,6.4438657,0.0000165,-0.0000165,0,1.9309449,0.3014965,-0.3014965,0
1064.02,79748331,CP,2458664.4901320,0.001696,-0.001696,0,12.2265595,0.0000269,-0.0000269,0,2.1904379,0.4219775,-0.4219775,0
1065.01,7088246,KP,2458654.3479940,0.002094,-0.002094,0,2.1603440,0.0002760,-0.0002760,0,1.8288540,0.1448100,-0.1448100,0
1066.01,201604954,KP,2458657.8325370,0.001239,-0.001239,0,4.6061840,0.0003920,-0.0003920,0,3.1216430,0.0788770,-0.0788770,0
1067.01,201642601,KP,2458656.9878740,0.000501,-0.000501,0,3.1316735,0.0000033,-0.0000033,0,2.4579197,0.0815638,-0.0815638,0
1068.01,6663331,KP,2458656.6332310,0.001251,-0.001251,0,3.1803620,0.0002470,-0.0002470,0,2.1115210,0.1062580,-0.1062580,0
1069.01,31858843,KP,2460147.3787640,0.000256,-0.000256,0,2.9776446,0.0000008,-0.0000008,0,2.9620000,0.0990000,-0.0990000,0
107.01,92352620,KP,2460176.9933340,0.000449,-0.000449,0,3.9502008,0.0000026,-0.0000026,0,4.4440000,0.0460000,-0.0460000,0
1070.01,31858844,FP,2458655.5792410,0.000532,-0.000532,0,2.9776152,0.0000978,-0.0000978,0,3.2569700,0.0302260,-0.0302260,0
1071.01,120247528,KP,2458655.3959240,0.001083,-0.001083,0,3.5538140,0.0002370,-0.0002370,0,2.0565780,0.0482960,-0.0482960,0
1072.01,140830390,FP,2459211.7321460,0.002195,-0.002195,0,12.8379689,0.0031236,-0.0031236,0,9.8464123,0.1878411,-0.1878411,0
1073.01,158297421,CP,2459036.4728120,0.001293,-0.001293,0,3.9228016,0.0000122,-0.0000122,0,1.8736007,0.0798146,-0.0798146,0
1074.01,327301957,PC,2458662.6526850,0.003188,-0.003188,0,13.9428705,0.0000585,-0.0000585,0,3.7522756,0.6019145,-0.6019145,0
1075.01,351601843,CP,2458654.2495030,0.000554,-0.000554,0,0.6047392,0.0000056,-0.0000056,0,1.0403847,0.2214539,-0.2214539,0
1076.01,360742636,KP,2458654.1632570,0.000119,-0.000119,0,2.5495611,0.0000007,-0.0000007,0,2.6173308,0.0193336,-0.0193336,0
1077.01,369960846,PC,2458654.1027390,0.000206,-0.000206,0,1.6062693,0.0000010,-0.0000010,0,1.9561305,0.0446816,-0.0446816,0
1078.01,370133522,CP,2458654.1033200,0.000362,-0.000362,0,0.5182425,0.0000042,-0.0000042,0,0.8565249,0.0753501,-0.0753501,0
1079.01,379240073,PC,2458656.3803570,0.001990,-0.001990,0,3.1644075,0.0000122,-0.0000122,0,2.0576293,0.2198119,-0.2198119,0
108.01,289793076,KP,2458328.0838300,0.000439,-0.000439,0,3.0440541,0.0000043,-0.0000043,0,2.5984575,0.0611654,-0.0611654,0
1080.01,161032923,PC,2458654.0605770,0.001219,-0.001219,0,3.9652485,0.0000122,-0.0000122,0,1.0112593,0.5740471,-0.5740471,0
1081.01,253728991,PC,2458654.0261190,0.002567,-0.002567,0,2.9827800,0.0004420,-0.0004420,0,3.1095280,0.1106960,-0.1106960,0
1082.01,261108236,PC,2458626.0856960,0.003152,-0.003152,0,16.3469053,0.0000504,-0.0000504,0,3.5865698,0.2242998,-0.2242998,0
1083.01,322270620,PC,2458627.9159740,0.002201,-0.002201,0,12.9802953,0.0000343,-0.0000343,0,2.5034417,0.8578907,-0.8578907,0
1084.01,380589029,KP,2458653.9733050,0.000130,-0.000130,0,1.3484961,0.0000006,-0.0000006,0,2.4074261,0.0218727,-0.0218727,0
1085.01,381979901,APC,2460041.1750970,0.000860,-0.000860,0,3.2541181,0.0000008,-0.0000008,0,4.3410000,0.0180000,-0.0180000,0
1086.01,468148930,PC,2458655.2914990,0.000741,-0.000741,0,3.7178828,0.0000041,-0.0000041,0,5.5277827,0.1120406,-0.1120406,0
1087.01,426077080,FP,2458630.7719400,0.002800,-0.002800,0,9.3099200,0.0020900,-0.0020900,0,3.4640000,0.2320000,-0.2320000,0
1088.01,343648136,FA,2458626.3895500,0.002220,-0.002220,0,1.1539500,0.0001700,-0.0001700,0,2.2360000,0.1030000,-0.1030000,0
1089.01,129319156,FP,2458643.1026400,0.004880,-0.004880,0,4.7370300,0.0045300,-0.0045300,0,3.9020000,0.4810000,-0.4810000,0
109.01,29344935,KP,2458326.1274790,0.000478,-0.000478,0,2.7667600,0.0000025,-0.0000025,0,2.6872178,0.0726354,-0.0726354,0
1090.01,361034196,FP,2458628.9631600,0.002200,-0.002200,0,2.1929600,0.0003000,-0.0003000,0,4.5860000,0.0790000,-0.0790000,0
1091.01,193413306,PC,2459359.5552100,0.003007,-0.003007,0,1.7258410,0.0000165,-0.0000165,0,3.6740000,0.3220000,-0.3220000,0
1092.01,387079085,FP,2458601.3809600,0.000610,-0.000610,0,1.1923000,0.0000300,-0.0000300,0,3.1190000,0.0240000,-0.0240000,0
1093.01,382331352,FP,2458601.3379100,0.004650,-0.004650,0,11.4760600,0.0016200,-0.0016200,0,6.0830000,0.4400000,-0.4400000,0
1094.01,136274063,APC,2459360.1605360,0.001302,-0.001302,0,0.5971314,0.0000014,-0.0000014,0,0.4680000,0.1090000,-0.1090000,0
1095.01,375223080,PC,2459307.3859490,0.000265,-0.000265,0,1.4821386,0.0000014,-0.0000014,0,2.1867078,0.0338256,-0.0338256,0
1096.01,375225453,FP,2459307.9357700,0.002752,-0.002752,0,0.9209526,0.0001855,-0.0001855,0,1.8602735,0.4647613,-0.4647613,0
1097.01,360630575,CP,2459376.4105180,0.001678,-0.001678,0,9.1885060,0.0000288,-0.0000288,0,2.4920000,0.1530000,-0.1530000,0
1097.02,360630575,CP,2459344.4618270,0.002610,-0.002610,0,13.9028391,0.0013871,-0.0013871,0,2.1264429,0.4109736,-0.4109736,0
1098.01,383390264,CP,2458629.9090820,0.000837,-0.000837,0,10.1826983,0.0000129,-0.0000129,0,2.8275109,0.2582998,-0.2582998,0
1099.01,290348383,CP,2460140.2209270,0.000990,-0.000990,0,6.4410060,0.0000060,-0.0000060,0,1.8120000,0.5050000,-0.5050000,0
110.01,281459670,KP,2458328.0399340,0.000227,-0.000227,0,3.1743504,0.0000017,-0.0000017,0,2.7510860,0.0309315,-0.0309315,0
1100.01,318608749,FP,2459044.4945310,0.002861,-0.002861,0,20.0731588,0.0000861,-0.0000861,0,3.8449215,0.5039405,-0.5039405,0
1101.01,271581073,FP,2459058.7927700,0.000730,-0.000730,0,2.6690300,0.0000100,-0.0000100,0,1.5480000,0.2850000,-0.2850000,0
1102.01,311890977,FP,2458627.8042300,0.002760,-0.002760,0,6.6337100,0.0005900,-0.0005900,0,2.1220000,0.2600000,-0.2600000,0
1103.01,351603103,PC,2459037.6555260,0.002636,-0.002636,0,2.9430800,0.0000100,-0.0000100,0,4.0730000,0.1280000,-0.1280000,0
1104.01,451599528,FP,2459367.0343270,0.003108,-0.003108,0,341.2811281,0.0045871,-0.0045871,0,6.3030260,0.2728898,-0.2728898,0
1105.01,274151135,PC,2460086.9794460,0.003941,-0.003941,0,10.8680523,0.0000380,-0.0000380,0,2.3750000,0.6450000,-0.6450000,0
1106.01,384513078,PC,2458630.7193700,0.008280,-0.008280,0,11.1149000,0.0029500,-0.0029500,0,2.2600000,0.4500000,-0.4500000,0
1107.01,394561119,CP,2459336.0736460,0.000176,-0.000176,0,4.0782392,0.0000017,-0.0000017,0,4.8475616,0.0254922,-0.0254922,0
1108.01,295599256,FP,2458655.5487200,0.000980,-0.000980,0,7.1438600,0.0005400,-0.0005400,0,1.4670000,0.2230000,-0.2230000,0
1109.01,50309953,FP,2459083.3516800,0.001760,-0.001760,0,7.0408300,0.0000300,-0.0000300,0,2.9790000,0.2350000,-0.2350000,0
111.01,355703913,KP,2458326.1054860,0.000396,-0.000396,0,2.1061569,0.0000026,-0.0000026,0,1.4688934,0.0562780,-0.0562780,0
1110.01,446549905,FP,2460146.9901360,0.000380,-0.000380,0,2.4545635,0.0000010,-0.0000010,0,2.3210000,0.2620000,-0.2620000,0
1111.01,412014494,FP,2460131.8898050,0.006762,-0.006762,0,11.4756978,0.0000885,-0.0000885,0,0.8080000,0.5210000,-0.5210000,0
1112.01,369864738,FP,2458626.5416800,0.005850,-0.005850,0,2.7818600,0.0005000,-0.0005000,0,2.4560000,0.4280000,-0.4280000,0
1113.01,290348382,FP,2460140.2212050,0.000932,-0.000932,0,6.4410082,0.0000066,-0.0000066,0,1.7980000,0.3040000,-0.3040000,0
1114.01,409934330,APC,2460148.6161950,0.000482,-0.000482,0,2.4887726,0.0000014,-0.0000014,0,2.6320000,0.0700000,-0.0700000,0
1115.01,379286801,APC,2458658.3274700,0.001090,-0.001090,0,4.4519900,0.0003500,-0.0003500,0,2.1090000,0.0870000,-0.0870000,0
1116.01,304100538,PC,2458325.6619060,0.001896,-0.001896,0,5.0100708,0.0000135,-0.0000135,0,2.0644756,0.1840390,-0.1840390,0
1117.01,295541511,PC,2459386.9638140,0.003038,-0.003038,0,2.2281625,0.0000151,-0.0000151,0,2.0150000,0.2800000,-0.2800000,0
1118.01,90919952,FP,2458660.1631600,0.001210,-0.001210,0,4.1381200,0.0003600,-0.0003600,0,3.9110000,0.4900000,-0.4900000,0
1119.01,261369656,APC,2458666.5219900,0.001880,-0.001880,0,10.9566300,0.0020300,-0.0020300,0,3.5880000,0.2590000,-0.2590000,0
112.01,388104525,KP,2460069.7736460,0.000365,-0.000365,0,2.4997996,0.0000004,-0.0000004,0,2.8651710,0.0097803,-0.0097803,0
1120.01,143257766,FP,2458656.4508200,0.000670,-0.000670,0,1.6622600,,,0,3.3210000,0.0840000,-0.0840000,0
1121.01,24094603,FP,2458658.6105200,0.006210,-0.006210,0,4.0761100,0.0020000,-0.0020000,0,2.0620000,0.5030000,-0.5030000,0
1122.01,304774444,FP,2460115.8525740,0.004219,-0.004219,0,3.6245513,0.0000118,-0.0000118,0,3.0420000,0.5990000,-0.5990000,0
1123.01,469782185,APC,2458658.0408700,0.000260,-0.000260,0,1.2092800,0.0000200,-0.0000200,0,1.8860000,0.0250000,-0.0250000,0
1124.01,128790976,APC,2460149.3917580,0.001349,-0.001349,0,3.5187707,0.0000094,-0.0000094,0,2.4080000,0.3600000,-0.3600000,0
1125.01,80166433,PC,2459036.4950910,0.000802,-0.000802,0,0.7724825,0.0000068,-0.0000068,0,1.3744974,0.1910592,-0.1910592,0
1126.01,405862830,FP,2460122.4321080,0.002178,-0.002178,0,1.6268695,0.0000046,-0.0000046,0,3.2310000,0.3080000,-0.3080000,0
1127.01,269450900,FP,2458657.6307300,0.001340,-0.001340,0,2.3243900,0.0002100,-0.0002100,0,4.4530000,0.0590000,-0.0590000,0
1128.01,425721385,FP,2458663.1524500,0.005500,-0.005500,0,13.5499000,0.0056400,-0.0056400,0,1.7950000,0.7200000,-0.7200000,0
1129.01,91576611,FP,2458659.0692700,0.002890,-0.002890,0,4.4365100,0.0010100,-0.0010100,0,3.3650000,0.2690000,-0.2690000,0
113.01,97409519,KP,2458327.0530850,0.000623,-0.000623,0,3.3728770,0.0001470,-0.0001470,0,2.6342600,0.0436440,-0.0436440,0
1130.01,254113311,CP,2460144.1371220,0.002393,-0.002393,0,8.3499800,0.0000100,-0.0000100,0,1.8360000,0.0610000,-0.0610000,0
1130.02,254113311,CP,2460126.9242640,0.000822,-0.000822,0,4.0686405,0.0002958,-0.0002958,0,1.8373729,0.0777888,-0.0777888,0
1131.01,198213332,PC,2458711.5954350,0.000168,-0.000168,0,0.5860366,0.0000049,-0.0000049,0,0.8098934,0.0496798,-0.0496798,0
1132.01,267489265,FP,2460351.8001690,0.002386,-0.002386,0,1.5502952,0.0000046,-0.0000046,0,2.9380000,0.3300000,-0.3300000,0
1133.01,69997672,FP,2458684.2349000,0.010050,-0.010050,0,1.8070900,0.0012300,-0.0012300,0,3.2970000,1.0090000,-1.0090000,0
1134.01,122220263,FP,2460333.4379830,0.006535,-0.006535,0,18.6922101,0.0001259,-0.0001259,0,7.7650000,1.0080000,-1.0080000,0
1135.01,154872375,CP,2460466.3087100,0.000190,-0.000190,0,8.0277331,0.0000016,-0.0000016,0,4.2920000,0.0720000,-0.0720000,0
1136.01,142276270,CP,2459612.4476910,0.001448,-0.001448,0,12.5187279,0.0000316,-0.0000316,0,5.3800000,0.2000000,-0.2000000,0
1136.02,142276270,CP,2460366.0265140,0.001799,-0.001799,0,6.2586065,0.0000103,-0.0000103,0,3.2010000,0.5080000,-0.5080000,0
1136.03,142276270,CP,2459594.1834630,0.002909,-0.002909,0,26.3208756,0.0001272,-0.0001272,0,4.4140000,0.5620000,-0.5620000,0
1136.04,142276270,CP,2458697.7558070,0.002570,-0.002570,0,18.7955470,0.0001037,-0.0001037,0,4.3425576,0.4313743,-0.4313743,0
1137.01,89389197,PC,2459770.2406020,0.001608,-0.001608,0,1.3206356,0.0001541,-0.0001541,0,1.6000996,0.1169892,-0.1169892,0
1138.01,110428269,FP,2458684.2050400,0.004420,-0.004420,0,0.6497100,0.0001800,-0.0001800,0,2.0760000,0.3280000,-0.3280000,0
1139.01,202563254,PC,2460549.4458560,0.005288,-0.005288,0,4.4780798,0.0000257,-0.0000257,0,4.5130000,1.4310000,-1.4310000,0
114.01,25155310,KP,2458327.5199580,0.000061,-0.000061,0,3.2887898,0.0000003,-0.0000003,0,3.4367717,0.0099877,-0.0099877,0
1140.01,320525204,FP,2460555.4035220,0.000136,-0.000136,0,13.7431134,0.0000020,-0.0000020,0,2.2910000,0.0660000,-0.0660000,0
1141.01,159510109,FP,2460289.8744080,0.000041,-0.000041,0,16.9487087,0.0000006,-0.0000006,0,4.2887767,0.0011975,-0.0011975,0
1142.01,284450803,FP,2460335.9375720,0.003984,-0.003984,0,3.3686634,0.0000219,-0.0000219,0,3.0120000,0.6010000,-0.6010000,0
1143.01,160268701,FP,2460352.7340570,0.001640,-0.001640,0,11.2071839,0.0000286,-0.0000286,0,4.3660000,0.2120000,-0.2120000,0
1144.01,28230919,KP,2460554.3470220,0.000146,-0.000146,0,4.8878037,0.0000009,-0.0000009,0,2.1840000,0.0820000,-0.0820000,0
1145.01,350995812,FP,2458685.8164300,0.001490,-0.001490,0,2.9716400,0.0003400,-0.0003400,0,1.5340000,0.1500000,-0.1500000,0
1146.01,21755546,FP,2459420.4152670,0.000861,-0.000861,0,0.6601790,0.0000415,-0.0000415,0,1.6349369,0.1273704,-0.1273704,0
1147.01,288391628,FP,2460331.3155980,0.003851,-0.003851,0,10.9278415,0.0000602,-0.0000602,0,2.4680000,0.7130000,-0.7130000,0
1148.01,349827430,KP,2460361.3665210,0.000347,-0.000347,0,5.5514888,0.0000027,-0.0000027,0,4.3350000,0.4540000,-0.4540000,0
1149.01,117789567,APC,2459770.3307840,0.000408,-0.000408,0,2.3202418,0.0000614,-0.0000614,0,2.3817612,0.0281677,-0.0281677,0
115.01,281541555,KP,2458329.9031550,0.000542,-0.000542,0,4.7423709,0.0000031,-0.0000031,0,2.4988145,0.0665051,-0.0665051,0
1150.01,16740101,KP,2458683.4575960,0.000057,-0.000057,0,1.4810903,0.0000004,-0.0000004,0,4.1588291,0.0058205,-0.0058205,0
1151.01,69679391,KP,2460337.9863750,0.000054,-0.000054,0,3.4741012,0.0000002,-0.0000002,0,3.3170000,0.0130000,-0.0130000,0
1152.01,237184773,FA,2459392.7150520,0.000369,-0.000369,0,6.5011911,0.0000781,-0.0000781,0,5.5463587,0.0278218,-0.0278218,0
1153.01,154840461,APC,2460472.2560510,0.000883,-0.000883,0,6.0360758,0.0000036,-0.0000036,0,1.2550000,0.1670000,-0.1670000,0
1154.01,459970307,PC,2460339.3287090,0.001973,-0.001973,0,21.7455370,0.0000496,-0.0000496,0,4.1960000,0.2440000,-0.2440000,0
1155.01,161450762,FP,2458683.9259400,0.003360,-0.003360,0,1.3200300,0.0003700,-0.0003700,0,3.1750000,0.2860000,-0.2860000,0
1156.01,117256577,FP,2459443.8504530,0.000960,-0.000960,0,1.6865822,0.0000048,-0.0000048,0,2.4290000,0.1100000,-0.1100000,0
1157.01,147576037,FP,2459603.7657730,0.000784,-0.000784,0,13.0727479,0.0000184,-0.0000184,0,3.0440000,0.1980000,-0.1980000,0
1158.01,379931600,FP,2459446.1758770,0.002048,-0.002048,0,2.9258727,0.0000651,-0.0000651,0,4.0750000,0.1070000,-0.1070000,0
1159.01,48188920,FP,2458683.9470700,0.003630,-0.003630,0,0.7377400,0.0002000,-0.0002000,0,0.6360000,0.3310000,-0.3310000,0
116.01,238176110,KP,2458326.6889160,0.000074,-0.000074,0,2.7985802,0.0000003,-0.0000003,0,2.3801043,0.0129933,-0.0129933,0
1160.01,89510024,FP,2459446.1467510,0.003373,-0.003373,0,2.3664127,0.0000748,-0.0000748,0,2.5910000,0.2600000,-0.2600000,0
